clean_id,noise_id,category,snr_db,seed,output_path,clean_ref_path,subtype,duration_sec,achieved_snr_db,snr_dev_db,norm_factor,rir_rt60_sec,clip_frac
2277-149897-0014.flac,5-235507-A-44.wav,stationary,-5.0,62,data/mixtures\mix_stationary_engine_-5dB_0020.wav,data/mixtures\clean_ref_stationary_engine_-5dB_0020.wav,engine,4.62,-5.0,0.0,1.0,0.0,1.0
2035-147960-0016.flac,4-186962-A-44.wav,stationary,0.0,63,data/mixtures\mix_stationary_engine_0dB_0021.wav,data/mixtures\clean_ref_stationary_engine_0dB_0021.wav,engine,4.895,0.0,0.0,1.0,0.0,1.0
2277-149897-0001.flac,3-115382-A-44.wav,stationary,0.0,64,data/mixtures\mix_stationary_vehicle_0dB_0022.wav,data/mixtures\clean_ref_stationary_vehicle_0dB_0022.wav,vehicle,2.755,-0.0,0.0,1.0,0.0,1.0
2035-147961-0032.flac,5-232272-A-44.wav,stationary,0.0,65,data/mixtures\mix_stationary_vehicle_0dB_0023.wav,data/mixtures\clean_ref_stationary_vehicle_0dB_0023.wav,vehicle,13.86,0.0,0.0,1.0,0.0,1.0
2277-149896-0029.flac,3-128160-A-44.wav,stationary,0.0,66,data/mixtures\mix_stationary_vehicle_0dB_0024.wav,data/mixtures\clean_ref_stationary_vehicle_0dB_0024.wav,vehicle,2.6,-0.0,0.0,1.0,0.0,1.0
2277-149896-0002.flac,2-78651-A-44.wav,stationary,0.0,67,data/mixtures\mix_stationary_vehicle_0dB_0025.wav,data/mixtures\clean_ref_stationary_vehicle_0dB_0025.wav,vehicle,4.835,0.0,0.0,1.0,0.0,1.0
2035-147961-0029.flac,4-186962-A-44.wav,stationary,0.0,68,data/mixtures\mix_stationary_vehicle_0dB_0026.wav,data/mixtures\clean_ref_stationary_vehicle_0dB_0026.wav,vehicle,3.73,0.0,0.0,1.0,0.0,1.0
2277-149897-0007.flac,5-243773-B-44.wav,stationary,0.0,69,data/mixtures\mix_stationary_engine_0dB_0027.wav,data/mixtures\clean_ref_stationary_engine_0dB_0027.wav,engine,7.855,-0.0,0.0,1.0,0.0,1.0
2035-147960-0009.flac,2-106015-B-44.wav,stationary,0.0,70,data/mixtures\mix_stationary_engine_0dB_0028.wav,data/mixtures\clean_ref_stationary_engine_0dB_0028.wav,engine,3.5,-0.0,0.0,1.0,0.0,1.0
2277-149874-0020.flac,4-186940-A-44.wav,stationary,0.0,71,data/mixtures\mix_stationary_vehicle_0dB_0029.wav,data/mixtures\clean_ref_stationary_vehicle_0dB_0029.wav,vehicle,7.38,0.0,0.0,1.0,0.0,1.0
2277-149896-0005.flac,3-115382-A-44.wav,stationary,0.0,72,data/mixtures\mix_stationary_engine_0dB_0030.wav,data/mixtures\clean_ref_stationary_engine_0dB_0030.wav,engine,5.6,0.0,0.0,1.0,0.0,1.0
2035-147961-0006.flac,3-154758-A-44.wav,stationary,0.0,73,data/mixtures\mix_stationary_engine_0dB_0031.wav,data/mixtures\clean_ref_stationary_engine_0dB_0031.wav,engine,2.795,0.0,0.0,1.0,0.0,1.0
2035-147961-0032.flac,5-240671-A-44.wav,stationary,0.0,74,data/mixtures\mix_stationary_vehicle_0dB_0032.wav,data/mixtures\clean_ref_stationary_vehicle_0dB_0032.wav,vehicle,13.86,0.0,0.0,1.0,0.0,1.0
2277-149897-0019.flac,3-141240-B-44.wav,stationary,0.0,75,data/mixtures\mix_stationary_engine_0dB_0033.wav,data/mixtures\clean_ref_stationary_engine_0dB_0033.wav,engine,4.85,0.0,0.0,1.0,0.0,1.0
2277-149897-0037.flac,4-186962-A-44.wav,stationary,0.0,76,data/mixtures\mix_stationary_vehicle_0dB_0034.wav,data/mixtures\clean_ref_stationary_vehicle_0dB_0034.wav,vehicle,3.01,0.0,0.0,1.0,0.0,1.0
2277-149897-0006.flac,2-106487-A-44.wav,stationary,0.0,77,data/mixtures\mix_stationary_vehicle_0dB_0035.wav,data/mixtures\clean_ref_stationary_vehicle_0dB_0035.wav,vehicle,3.385,0.0,0.0,1.0,0.0,1.0
2277-149896-0006.flac,2-78651-A-44.wav,stationary,0.0,78,data/mixtures\mix_stationary_engine_0dB_0036.wav,data/mixtures\clean_ref_stationary_engine_0dB_0036.wav,engine,4.97,0.0,0.0,0.89464,0.0,1.0
2035-147961-0016.flac,3-115382-A-44.wav,stationary,0.0,79,data/mixtures\mix_stationary_vehicle_0dB_0037.wav,data/mixtures\clean_ref_stationary_vehicle_0dB_0037.wav,vehicle,3.265,-0.0,0.0,1.0,0.0,1.0
2277-149897-0000.flac,5-243773-B-44.wav,stationary,0.0,80,data/mixtures\mix_stationary_vehicle_0dB_0038.wav,data/mixtures\clean_ref_stationary_vehicle_0dB_0038.wav,vehicle,4.395,0.0,0.0,1.0,0.0,1.0
2277-149896-0023.flac,3-259622-A-44.wav,stationary,0.0,81,data/mixtures\mix_stationary_vehicle_0dB_0039.wav,data/mixtures\clean_ref_stationary_vehicle_0dB_0039.wav,vehicle,3.89,0.0,0.0,1.0,0.0,1.0
2277-149897-0004.flac,5-235507-A-44.wav,stationary,0.0,82,data/mixtures\mix_stationary_vehicle_0dB_0040.wav,data/mixtures\clean_ref_stationary_vehicle_0dB_0040.wav,vehicle,5.735,-0.0,0.0,1.0,0.0,1.0
2035-152373-0001.flac,5-209992-A-44.wav,stationary,5.0,83,data/mixtures\mix_stationary_vehicle_5dB_0041.wav,data/mixtures\clean_ref_stationary_vehicle_5dB_0041.wav,vehicle,16.67,5.0,0.0,1.0,0.0,1.0
2277-149897-0015.flac,1-50661-A-44.wav,stationary,5.0,84,data/mixtures\mix_stationary_vehicle_5dB_0042.wav,data/mixtures\clean_ref_stationary_vehicle_5dB_0042.wav,vehicle,3.04,5.0,0.0,1.0,0.0,1.0
2035-147960-0009.flac,1-18527-A-44.wav,stationary,5.0,85,data/mixtures\mix_stationary_vehicle_5dB_0043.wav,data/mixtures\clean_ref_stationary_vehicle_5dB_0043.wav,vehicle,3.5,5.0,0.0,1.0,0.0,1.0
2035-147961-0026.flac,2-106487-A-44.wav,stationary,5.0,86,data/mixtures\mix_stationary_vehicle_5dB_0044.wav,data/mixtures\clean_ref_stationary_vehicle_5dB_0044.wav,vehicle,2.875,5.0,0.0,1.0,0.0,1.0
2035-147960-0007.flac,1-18527-A-44.wav,stationary,5.0,87,data/mixtures\mix_stationary_vehicle_5dB_0045.wav,data/mixtures\clean_ref_stationary_vehicle_5dB_0045.wav,vehicle,4.6,5.0,0.0,1.0,0.0,1.0
2035-152373-0012.flac,3-119455-A-44.wav,stationary,5.0,88,data/mixtures\mix_stationary_engine_5dB_0046.wav,data/mixtures\clean_ref_stationary_engine_5dB_0046.wav,engine,10.23,5.0,0.0,1.0,0.0,1.0
2277-149896-0024.flac,3-146186-A-44.wav,stationary,5.0,89,data/mixtures\mix_stationary_engine_5dB_0047.wav,data/mixtures\clean_ref_stationary_engine_5dB_0047.wav,engine,4.5,5.0,0.0,1.0,0.0,1.0
2277-149874-0011.flac,3-154758-A-44.wav,stationary,5.0,90,data/mixtures\mix_stationary_engine_5dB_0048.wav,data/mixtures\clean_ref_stationary_engine_5dB_0048.wav,engine,2.465,5.0,0.0,1.0,0.0,1.0
2035-147961-0015.flac,5-240671-A-44.wav,stationary,5.0,91,data/mixtures\mix_stationary_vehicle_5dB_0049.wav,data/mixtures\clean_ref_stationary_vehicle_5dB_0049.wav,vehicle,2.785,5.0,0.0,1.0,0.0,1.0
2035-152373-0008.flac,4-186935-A-44.wav,stationary,5.0,92,data/mixtures\mix_stationary_engine_5dB_0050.wav,data/mixtures\clean_ref_stationary_engine_5dB_0050.wav,engine,6.665,5.0,0.0,1.0,0.0,1.0
2277-149896-0030.flac,1-61261-A-44.wav,stationary,5.0,93,data/mixtures\mix_stationary_vehicle_5dB_0051.wav,data/mixtures\clean_ref_stationary_vehicle_5dB_0051.wav,vehicle,6.3,5.0,0.0,1.0,0.0,1.0
2277-149897-0014.flac,1-62565-A-44.wav,stationary,5.0,94,data/mixtures\mix_stationary_vehicle_5dB_0052.wav,data/mixtures\clean_ref_stationary_vehicle_5dB_0052.wav,vehicle,4.62,5.0,0.0,1.0,0.0,1.0
2035-152373-0010.flac,3-119455-A-44.wav,stationary,5.0,95,data/mixtures\mix_stationary_engine_5dB_0053.wav,data/mixtures\clean_ref_stationary_engine_5dB_0053.wav,engine,7.6,5.0,0.0,1.0,0.0,1.0
2277-149897-0024.flac,4-201988-A-44.wav,stationary,5.0,96,data/mixtures\mix_stationary_engine_5dB_0054.wav,data/mixtures\clean_ref_stationary_engine_5dB_0054.wav,engine,2.935,5.0,0.0,1.0,0.0,1.0
2277-149896-0003.flac,2-107228-A-44.wav,stationary,5.0,97,data/mixtures\mix_stationary_vehicle_5dB_0055.wav,data/mixtures\clean_ref_stationary_vehicle_5dB_0055.wav,vehicle,2.84,5.0,0.0,1.0,0.0,1.0
2277-149896-0032.flac,1-50454-A-44.wav,stationary,5.0,98,data/mixtures\mix_stationary_vehicle_5dB_0056.wav,data/mixtures\clean_ref_stationary_vehicle_5dB_0056.wav,vehicle,10.77,5.0,0.0,1.0,0.0,1.0
2277-149896-0014.flac,3-154758-A-44.wav,stationary,5.0,99,data/mixtures\mix_stationary_engine_5dB_0057.wav,data/mixtures\clean_ref_stationary_engine_5dB_0057.wav,engine,4.07,5.0,0.0,1.0,0.0,1.0
2277-149896-0020.flac,5-243773-B-44.wav,stationary,5.0,100,data/mixtures\mix_stationary_engine_5dB_0058.wav,data/mixtures\clean_ref_stationary_engine_5dB_0058.wav,engine,5.285,5.0,0.0,1.0,0.0,1.0
2035-152373-0001.flac,4-186962-A-44.wav,stationary,5.0,101,data/mixtures\mix_stationary_vehicle_5dB_0059.wav,data/mixtures\clean_ref_stationary_vehicle_5dB_0059.wav,vehicle,16.67,5.0,0.0,1.0,0.0,1.0
2277-149897-0036.flac,5-232272-A-44.wav,stationary,5.0,102,data/mixtures\mix_stationary_engine_5dB_0060.wav,data/mixtures\clean_ref_stationary_engine_5dB_0060.wav,engine,4.42,5.0,0.0,1.0,0.0,1.0
2277-149896-0014.flac,5-235507-A-44.wav,stationary,10.0,103,data/mixtures\mix_stationary_engine_10dB_0061.wav,data/mixtures\clean_ref_stationary_engine_10dB_0061.wav,engine,4.07,10.0,0.0,1.0,0.0,1.0
2277-149874-0000.flac,5-243773-B-44.wav,stationary,10.0,104,data/mixtures\mix_stationary_engine_10dB_0062.wav,data/mixtures\clean_ref_stationary_engine_10dB_0062.wav,engine,15.505,10.0,0.0,1.0,0.0,1.0
2035-147960-0005.flac,2-107228-B-44.wav,stationary,10.0,105,data/mixtures\mix_stationary_engine_10dB_0063.wav,data/mixtures\clean_ref_stationary_engine_10dB_0063.wav,engine,6.585,10.0,0.0,1.0,0.0,1.0
2277-149896-0012.flac,1-18527-A-44.wav,stationary,10.0,106,data/mixtures\mix_stationary_engine_10dB_0064.wav,data/mixtures\clean_ref_stationary_engine_10dB_0064.wav,engine,2.495,10.0,0.0,1.0,0.0,1.0
2277-149897-0010.flac,5-235507-A-44.wav,stationary,10.0,107,data/mixtures\mix_stationary_engine_10dB_0065.wav,data/mixtures\clean_ref_stationary_engine_10dB_0065.wav,engine,3.625,10.0,0.0,1.0,0.0,1.0
2277-149897-0036.flac,4-195451-A-44.wav,stationary,10.0,108,data/mixtures\mix_stationary_vehicle_10dB_0066.wav,data/mixtures\clean_ref_stationary_vehicle_10dB_0066.wav,vehicle,4.42,10.0,0.0,1.0,0.0,1.0
2035-147961-0010.flac,3-119455-A-44.wav,stationary,10.0,109,data/mixtures\mix_stationary_vehicle_10dB_0067.wav,data/mixtures\clean_ref_stationary_vehicle_10dB_0067.wav,vehicle,2.91,10.0,0.0,1.0,0.0,1.0
2277-149874-0003.flac,4-186940-A-44.wav,stationary,10.0,110,data/mixtures\mix_stationary_vehicle_10dB_0068.wav,data/mixtures\clean_ref_stationary_vehicle_10dB_0068.wav,vehicle,7.7,10.0,0.0,1.0,0.0,1.0
2277-149896-0022.flac,4-186936-A-44.wav,stationary,10.0,111,data/mixtures\mix_stationary_engine_10dB_0069.wav,data/mixtures\clean_ref_stationary_engine_10dB_0069.wav,engine,3.38,10.0,0.0,1.0,0.0,1.0
2277-149896-0003.flac,2-106487-A-44.wav,stationary,10.0,112,data/mixtures\mix_stationary_vehicle_10dB_0070.wav,data/mixtures\clean_ref_stationary_vehicle_10dB_0070.wav,vehicle,2.84,10.0,0.0,1.0,0.0,1.0
2277-149897-0036.flac,4-186962-A-44.wav,stationary,10.0,113,data/mixtures\mix_stationary_vehicle_10dB_0071.wav,data/mixtures\clean_ref_stationary_vehicle_10dB_0071.wav,vehicle,4.42,10.0,0.0,1.0,0.0,1.0
2277-149874-0015.flac,4-195451-A-44.wav,stationary,10.0,114,data/mixtures\mix_stationary_engine_10dB_0072.wav,data/mixtures\clean_ref_stationary_engine_10dB_0072.wav,engine,4.73,10.0,0.0,1.0,0.0,1.0
2277-149897-0032.flac,3-146186-A-44.wav,stationary,10.0,115,data/mixtures\mix_stationary_engine_10dB_0073.wav,data/mixtures\clean_ref_stationary_engine_10dB_0073.wav,engine,8.69,10.0,0.0,1.0,0.0,1.0
2277-149874-0017.flac,1-62565-A-44.wav,stationary,10.0,116,data/mixtures\mix_stationary_engine_10dB_0074.wav,data/mixtures\clean_ref_stationary_engine_10dB_0074.wav,engine,3.36,10.0,0.0,1.0,0.0,1.0
2277-149897-0027.flac,1-18527-A-44.wav,stationary,10.0,117,data/mixtures\mix_stationary_vehicle_10dB_0075.wav,data/mixtures\clean_ref_stationary_vehicle_10dB_0075.wav,vehicle,3.515,10.0,0.0,1.0,0.0,1.0
2035-152373-0010.flac,2-107228-A-44.wav,stationary,10.0,118,data/mixtures\mix_stationary_engine_10dB_0076.wav,data/mixtures\clean_ref_stationary_engine_10dB_0076.wav,engine,7.6,10.0,0.0,1.0,0.0,1.0
2035-152373-0010.flac,1-61261-A-44.wav,stationary,10.0,119,data/mixtures\mix_stationary_vehicle_10dB_0077.wav,data/mixtures\clean_ref_stationary_vehicle_10dB_0077.wav,vehicle,7.6,10.0,0.0,1.0,0.0,1.0
2277-149874-0018.flac,5-232272-A-44.wav,stationary,10.0,120,data/mixtures\mix_stationary_engine_10dB_0078.wav,data/mixtures\clean_ref_stationary_engine_10dB_0078.wav,engine,5.02,10.0,0.0,1.0,0.0,1.0
2277-149897-0019.flac,2-106487-A-44.wav,stationary,10.0,121,data/mixtures\mix_stationary_engine_10dB_0079.wav,data/mixtures\clean_ref_stationary_engine_10dB_0079.wav,engine,4.85,10.0,0.0,1.0,0.0,1.0
2277-149874-0000.flac,2-106486-A-44.wav,stationary,10.0,122,data/mixtures\mix_stationary_vehicle_10dB_0080.wav,data/mixtures\clean_ref_stationary_vehicle_10dB_0080.wav,vehicle,15.505,10.0,0.0,1.0,0.0,1.0
2277-149897-0018.flac,5-243773-B-44.wav,stationary,15.0,123,data/mixtures\mix_stationary_engine_15dB_0081.wav,data/mixtures\clean_ref_stationary_engine_15dB_0081.wav,engine,6.745,15.0,0.0,1.0,0.0,1.0
2035-147960-0013.flac,1-50661-A-44.wav,stationary,15.0,124,data/mixtures\mix_stationary_vehicle_15dB_0082.wav,data/mixtures\clean_ref_stationary_vehicle_15dB_0082.wav,vehicle,2.675,15.0,0.0,1.0,0.0,1.0
2277-149897-0028.flac,2-106486-A-44.wav,stationary,15.0,125,data/mixtures\mix_stationary_engine_15dB_0083.wav,data/mixtures\clean_ref_stationary_engine_15dB_0083.wav,engine,3.625,15.0,0.0,1.0,0.0,1.0
2277-149874-0001.flac,5-240671-A-44.wav,stationary,15.0,126,data/mixtures\mix_stationary_vehicle_15dB_0084.wav,data/mixtures\clean_ref_stationary_vehicle_15dB_0084.wav,vehicle,7.04,15.0,0.0,1.0,0.0,1.0
2277-149897-0034.flac,5-240671-A-44.wav,stationary,15.0,127,data/mixtures\mix_stationary_engine_15dB_0085.wav,data/mixtures\clean_ref_stationary_engine_15dB_0085.wav,engine,12.16,15.0,0.0,1.0,0.0,1.0
2035-147960-0011.flac,1-18527-B-44.wav,stationary,15.0,128,data/mixtures\mix_stationary_engine_15dB_0086.wav,data/mixtures\clean_ref_stationary_engine_15dB_0086.wav,engine,4.38,15.0,0.0,1.0,0.0,1.0
2277-149874-0005.flac,5-209992-A-44.wav,stationary,15.0,129,data/mixtures\mix_stationary_vehicle_15dB_0087.wav,data/mixtures\clean_ref_stationary_vehicle_15dB_0087.wav,vehicle,6.37,15.0,0.0,1.0,0.0,1.0
2277-149897-0021.flac,1-22882-A-44.wav,stationary,15.0,130,data/mixtures\mix_stationary_vehicle_15dB_0088.wav,data/mixtures\clean_ref_stationary_vehicle_15dB_0088.wav,vehicle,4.685,15.0,0.0,1.0,0.0,1.0
2277-149896-0031.flac,4-186940-A-44.wav,stationary,15.0,131,data/mixtures\mix_stationary_vehicle_15dB_0089.wav,data/mixtures\clean_ref_stationary_vehicle_15dB_0089.wav,vehicle,3.61,15.0,0.0,1.0,0.0,1.0
2277-149896-0018.flac,4-186935-A-44.wav,stationary,15.0,132,data/mixtures\mix_stationary_engine_15dB_0090.wav,data/mixtures\clean_ref_stationary_engine_15dB_0090.wav,engine,4.545,15.0,0.0,1.0,0.0,1.0
2035-152373-0003.flac,1-50454-A-44.wav,stationary,15.0,133,data/mixtures\mix_stationary_vehicle_15dB_0091.wav,data/mixtures\clean_ref_stationary_vehicle_15dB_0091.wav,vehicle,6.415,15.0,0.0,1.0,0.0,1.0
2277-149897-0014.flac,4-195451-A-44.wav,stationary,15.0,134,data/mixtures\mix_stationary_vehicle_15dB_0092.wav,data/mixtures\clean_ref_stationary_vehicle_15dB_0092.wav,vehicle,4.62,15.0,0.0,1.0,0.0,1.0
2277-149897-0021.flac,5-235507-A-44.wav,stationary,15.0,135,data/mixtures\mix_stationary_engine_15dB_0093.wav,data/mixtures\clean_ref_stationary_engine_15dB_0093.wav,engine,4.685,15.0,0.0,1.0,0.0,1.0
2277-149896-0018.flac,4-201988-A-44.wav,stationary,15.0,136,data/mixtures\mix_stationary_vehicle_15dB_0094.wav,data/mixtures\clean_ref_stationary_vehicle_15dB_0094.wav,vehicle,4.545,15.0,0.0,1.0,0.0,1.0
2277-149896-0032.flac,4-186938-A-44.wav,stationary,15.0,137,data/mixtures\mix_stationary_engine_15dB_0095.wav,data/mixtures\clean_ref_stationary_engine_15dB_0095.wav,engine,10.77,15.0,0.0,1.0,0.0,1.0
2035-147961-0006.flac,4-186936-A-44.wav,stationary,15.0,138,data/mixtures\mix_stationary_engine_15dB_0096.wav,data/mixtures\clean_ref_stationary_engine_15dB_0096.wav,engine,2.795,15.0,0.0,1.0,0.0,1.0
2277-149896-0020.flac,3-141240-A-44.wav,stationary,15.0,139,data/mixtures\mix_stationary_vehicle_15dB_0097.wav,data/mixtures\clean_ref_stationary_vehicle_15dB_0097.wav,vehicle,5.285,15.0,0.0,1.0,0.0,1.0
2035-147960-0000.flac,5-235507-A-44.wav,stationary,15.0,140,data/mixtures\mix_stationary_vehicle_15dB_0098.wav,data/mixtures\clean_ref_stationary_vehicle_15dB_0098.wav,vehicle,9.02,15.0,0.0,1.0,0.0,1.0
2035-147961-0016.flac,3-119455-A-44.wav,stationary,15.0,141,data/mixtures\mix_stationary_engine_15dB_0099.wav,data/mixtures\clean_ref_stationary_engine_15dB_0099.wav,engine,3.265,15.0,0.0,1.0,0.0,1.0
2035-147960-0007.flac,2-106486-A-44.wav,stationary,15.0,142,data/mixtures\mix_stationary_vehicle_15dB_0100.wav,data/mixtures\clean_ref_stationary_vehicle_15dB_0100.wav,vehicle,4.6,15.0,0.0,1.0,0.0,1.0
2277-149897-0012.flac,4-193480-B-40.wav,non_stationary,-5.0,143,data/mixtures\mix_non_stationary_helicopter_-5dB_0101.wav,data/mixtures\clean_ref_non_stationary_helicopter_-5dB_0101.wav,helicopter,3.09,-5.0,0.0,1.0,0.0,1.0
2035-147960-0011.flac,2-37806-C-40.wav,non_stationary,-5.0,144,data/mixtures\mix_non_stationary_helicopter_-5dB_0102.wav,data/mixtures\clean_ref_non_stationary_helicopter_-5dB_0102.wav,helicopter,4.38,-5.0,0.0,1.0,0.0,1.0
2035-147960-0009.flac,1-51036-A-16.wav,non_stationary,-5.0,145,data/mixtures\mix_non_stationary_wind_-5dB_0103.wav,data/mixtures\clean_ref_non_stationary_wind_-5dB_0103.wav,wind,3.5,-5.0,0.0,1.0,0.0,1.0
2277-149897-0021.flac,4-175000-B-40.wav,non_stationary,-5.0,146,data/mixtures\mix_non_stationary_helicopter_-5dB_0104.wav,data/mixtures\clean_ref_non_stationary_helicopter_-5dB_0104.wav,helicopter,4.685,-5.0,0.0,1.0,0.0,1.0
2035-147961-0040.flac,3-143560-A-47.wav,non_stationary,-5.0,147,data/mixtures\mix_non_stationary_aircraft_-5dB_0105.wav,data/mixtures\clean_ref_non_stationary_aircraft_-5dB_0105.wav,aircraft,4.94,-5.0,0.0,1.0,0.0,1.0
2035-152373-0002.flac,4-163606-A-16.wav,non_stationary,-5.0,148,data/mixtures\mix_non_stationary_wind_-5dB_0106.wav,data/mixtures\clean_ref_non_stationary_wind_-5dB_0106.wav,wind,9.34,-5.0,0.0,1.0,0.0,1.0
2277-149896-0026.flac,1-36929-A-47.wav,non_stationary,-5.0,149,data/mixtures\mix_non_stationary_aircraft_-5dB_0107.wav,data/mixtures\clean_ref_non_stationary_aircraft_-5dB_0107.wav,aircraft,4.92,-5.0,0.0,1.0,0.0,1.0
2035-147961-0017.flac,4-144083-A-16.wav,non_stationary,-5.0,150,data/mixtures\mix_non_stationary_wind_-5dB_0108.wav,data/mixtures\clean_ref_non_stationary_wind_-5dB_0108.wav,wind,2.01,-5.0,0.0,1.0,0.0,1.0
2277-149896-0025.flac,2-37806-C-40.wav,non_stationary,-5.0,151,data/mixtures\mix_non_stationary_helicopter_-5dB_0109.wav,data/mixtures\clean_ref_non_stationary_helicopter_-5dB_0109.wav,helicopter,3.4,-5.0,0.0,1.0,0.0,1.0
2035-152373-0016.flac,3-134699-A-16.wav,non_stationary,-5.0,152,data/mixtures\mix_non_stationary_wind_-5dB_0110.wav,data/mixtures\clean_ref_non_stationary_wind_-5dB_0110.wav,wind,6.59,-5.0,0.0,1.0,0.0,1.0
2277-149896-0023.flac,2-106849-A-47.wav,non_stationary,-5.0,153,data/mixtures\mix_non_stationary_aircraft_-5dB_0111.wav,data/mixtures\clean_ref_non_stationary_aircraft_-5dB_0111.wav,aircraft,3.89,-5.0,0.0,1.0,0.0,1.0
2035-147961-0007.flac,3-150979-A-40.wav,non_stationary,-5.0,154,data/mixtures\mix_non_stationary_helicopter_-5dB_0112.wav,data/mixtures\clean_ref_non_stationary_helicopter_-5dB_0112.wav,helicopter,3.1,-5.0,0.0,1.0,0.0,1.0
