clean_id,noise_id,category,snr_db,seed,output_path,clean_ref_path,subtype,duration_sec,achieved_snr_db,snr_dev_db,norm_factor,rir_rt60_sec,clip_frac
2035-147960-0006.flac,3-119120-A-48.wav,impulsive,5.0,288,data/mixtures\mix_impulsive_explosion_5dB_0246.wav,data/mixtures\clean_ref_impulsive_explosion_5dB_0246.wav,explosion,3.315,5.0,0.0,0.764861,0.0,1.0
2277-149896-0016.flac,090f69a9-885c-45fb-a807-f2661aaeb165_chan2_v1.wav,impulsive,5.0,300,data/mixtures\mix_impulsive_artillery_5dB_0258.wav,data/mixtures\clean_ref_impulsive_artillery_5dB_0258.wav,artillery,2.785,5.0,0.0,0.514028,0.0,1.0
2277-149896-0033.flac,090f69a9-885c-45fb-a807-f2661aaeb165_chan3_v0.wav,impulsive,10.0,307,data/mixtures\mix_impulsive_artillery_10dB_0265.wav,data/mixtures\clean_ref_impulsive_artillery_10dB_0265.wav,artillery,2.845,10.0,0.0,1.0,0.0,1.0
2035-152373-0010.flac,090f69a9-885c-45fb-a807-f2661aaeb165_chan0_v2.wav,impulsive,10.0,306,data/mixtures\mix_impulsive_artillery_10dB_0264.wav,data/mixtures\clean_ref_impulsive_artillery_10dB_0264.wav,artillery,7.6,10.0,0.0,1.0,0.0,1.0
2277-149897-0018.flac,3-119120-C-48.wav,impulsive,10.0,308,data/mixtures\mix_impulsive_explosion_10dB_0266.wav,data/mixtures\clean_ref_impulsive_explosion_10dB_0266.wav,explosion,6.745,10.0,0.0,1.0,0.0,1.0
2277-149874-0012.flac,1-160563-A-48.wav,impulsive,10.0,312,data/mixtures\mix_impulsive_explosion_10dB_0270.wav,data/mixtures\clean_ref_impulsive_explosion_10dB_0270.wav,explosion,5.08,10.0,0.0,1.0,0.0,1.0
2277-149897-0021.flac,090f69a9-885c-45fb-a807-f2661aaeb165_chan2_v2.wav,impulsive,15.0,333,data/mixtures\mix_impulsive_artillery_15dB_0291.wav,data/mixtures\clean_ref_impulsive_artillery_15dB_0291.wav,artillery,4.685,15.0,0.0,1.0,0.0,1.0
2277-149897-0009.flac,5-160614-A-48.wav,impulsive,15.0,330,data/mixtures\mix_impulsive_explosion_15dB_0288.wav,data/mixtures\clean_ref_impulsive_explosion_15dB_0288.wav,explosion,3.725,15.0,0.0,1.0,0.0,1.0
2035-147960-0001.flac,090f69a9-885c-45fb-a807-f2661aaeb165_chan0_v1.wav,impulsive,15.0,337,data/mixtures\mix_impulsive_artillery_15dB_0295.wav,data/mixtures\clean_ref_impulsive_artillery_15dB_0295.wav,artillery,3.925,15.0,0.0,1.0,0.0,1.0
2035-147961-0034.flac,1-115545-C-48.wav,impulsive,15.0,340,data/mixtures\mix_impulsive_explosion_15dB_0298.wav,data/mixtures\clean_ref_impulsive_explosion_15dB_0298.wav,explosion,2.805,15.0,0.0,1.0,0.0,1.0
